,tconst,title,runtime_minutes,genres,averagerating,numvotes,studio,foreign_gross,release_date,production_budget,domestic_gross_y,worldwide_gross,release_month,profit,ROI%,worldwide%
1386,tt6003368,Diary of a Wimpy Kid: The Long Haul,91.0,"Comedy,Family",4.4,5635,Fox,19400000.0,2017-05-19,22000000,20738724,35609577,May,13609577,-38.13828636363637,0.4176082462310631
1387,tt6133466,The First Purge,98.0,"Action,Horror,Sci-Fi",5.1,41741,Uni.,67500000.0,2018-07-04,13000000,69488745,136617305,July,123617305,850.9023461538461,0.4913620569517163
1388,tt6182908,Smallfoot,96.0,"Adventure,Animation,Comedy",6.7,23295,WB,130900000.0,2018-09-28,80000000,83240103,213691277,September,133691277,67.11409625,0.6104656017381561
1389,tt6265828,A Ghost Story,92.0,"Drama,Fantasy,Romance",6.8,46280,A24,0.0,2017-07-07,100000,1594798,2769782,July,2669782,2569.782,0.4242153353585228
1390,tt6288250,Patti Cake$,109.0,"Drama,Music",6.7,8581,FoxS,682000.0,2017-08-18,1000000,800148,1471090,August,471090,-52.891,0.4560849438171696
1391,tt6294822,The Post,116.0,"Biography,Drama,History",7.2,108017,Fox,97900000.0,2017-12-22,50000000,81903458,179748880,December,129748880,159.49776,0.5443450996746128
1392,tt6333056,City of Ghosts,92.0,"Documentary,War",7.4,2925,IFC,100000.0,2003-04-25,17500000,325491,325491,April,-17174509,-198.14005142857144,0.0
1393,tt6343314,Creed II,130.0,"Drama,Sport",7.2,72503,MGM,98300000.0,2018-11-21,50000000,115715889,213591522,November,163591522,227.183044,0.4582374435254972
1394,tt6347308,A Quiet Place,80.0,Documentary,6.6,18,Par.,152900000.0,2018-04-06,17000000,188024361,334522294,April,317522294,1767.7782,0.4379317481303653
1396,tt6359956,A Bad Moms Christmas,104.0,"Adventure,Comedy",5.5,33056,STX,58400000.0,2017-11-01,28000000,72110659,127710550,November,99710550,256.1091071428571,0.4353586371681901
