,tconst,title,runtime_minutes,genres,averagerating,numvotes,studio,foreign_gross,release_date,production_budget,domestic_gross_y,worldwide_gross,release_month,profit,ROI%,worldwide%
343,tt1327194,The Lucky One,101.0,"Drama,Romance",6.5,94359,WB,38900000.0,2012-04-20,25000000,60457138,96633833,April,71633833,186.535332,0.37436883001422494
344,tt1327709,Cyrus,87.0,"Crime,Horror,Mystery",4.7,944,FoxS,2500000.0,2010-06-18,7000000,7468936,10062896,June,3062896,-56.24434285714286,0.25777470024533694
346,tt1327773,Lee Daniels' The Butler,132.0,"Biography,Drama",7.2,102468,Wein.,60000000.0,2013-08-16,30000000,116632095,177025498,August,147025498,390.08499333333333,0.3411565208532841
347,tt1333125,Movie 43,94.0,Comedy,4.3,92980,Rela.,23600000.0,2013-01-25,10000000,8840453,31164747,January,21164747,111.64747,0.7163316294529841
348,tt1334260,Never Let Me Go,103.0,"Drama,Romance,Sci-Fi",7.1,130084,FoxS,7000000.0,2010-09-15,15000000,2434652,11173718,September,-3826282,-125.50854666666666,0.7821090526895345
349,tt1335975,47 Ronin,128.0,"Action,Adventure,Drama",6.3,135754,Uni.,113400000.0,2013-12-25,175000000,38362475,151716815,December,-23283185,-113.30467714285714,0.7471442107455262
350,tt1336608,Rock of Ages,123.0,"Comedy,Drama,Musical",5.9,69910,WB (NL),20900000.0,2012-06-15,70000000,38518613,61031932,June,-8968068,-112.81152571428572,0.36887770487095184
351,tt1341167,Four Lions,97.0,"Comedy,Crime,Drama",7.3,66209,Drft.,4400000.0,2010-11-05,3750000,310007,2436111,November,-1313889,-135.03704000000002,0.8727451253247491
352,tt1343727,Dredd,95.0,"Action,Crime,Sci-Fi",7.1,234616,LGF,22200000.0,2012-09-21,45000000,13414714,41467606,September,-3532394,-107.84976444444445,0.6765013634980519
353,tt1345836,The Dark Knight Rises,164.0,"Action,Thriller",8.4,1387769,WB,636800000.0,2012-07-20,275000000,448139099,1084439099,July,809439099,194.34149054545455,0.586754941413266
354,tt1351685,Jack the Giant Slayer,114.0,"Adventure,Fantasy",6.3,123127,WB (NL),132500000.0,2013-03-01,195000000,65187603,197687603,March,2687603,-98.62174205128204,0.6702494136670776
355,tt1355630,If I Stay,107.0,"Drama,Fantasy,Music",6.8,107625,WB (NL),28400000.0,2014-08-22,11000000,50474843,78356170,August,67356170,512.3288181818182,0.3558280987955384
356,tt1355631,The Infiltrator,127.0,"Biography,Crime,Drama",7.0,61547,BG,0.0,2016-07-13,47500000,15436808,20718104,July,-26781896,-156.38293894736842,0.25491212902493393
357,tt1355683,Black Mass,123.0,"Biography,Crime,Drama",6.9,155847,WB,37200000.0,2015-09-18,53000000,62575678,98837872,September,45837872,-13.513449056603774,0.36688562052408413
358,tt1361313,The Extra Man,108.0,Comedy,5.9,4580,Magn.,4500.0,2010-07-30,7000000,453377,492108,July,-6507892,-192.9698857142857,0.07870426816877596
359,tt1365519,Tomb Raider,119.0,"Action,Adventure,Fantasy",6.3,163560,WB,216400000.0,2018-03-16,90000000,58250803,273477501,March,183477501,103.86389,0.7869996515727997
360,tt1366344,The Sitter,81.0,Comedy,5.7,65575,Fox,4500000.0,2011-12-09,25000000,30542576,38749404,December,13749404,-45.002384,0.21179236718066682
362,tt1366365,The Cold Light of Day,93.0,"Action,Thriller",4.9,33039,LG/S,13100000.0,2012-09-07,20000000,3763583,25361206,September,5361206,-73.19397,0.8516007874388939
363,tt1371111,Cloud Atlas,172.0,"Action,Drama,Mystery",7.4,326473,WB,103400000.0,2012-10-26,102000000,27108272,130673154,October,28673154,-71.88906470588236,0.7925490342109597
364,tt1371155,Made in Dagenham,113.0,"Biography,Comedy,Drama",7.2,13121,SPC,11300000.0,2010-11-19,8000000,1095369,15644196,November,7644196,-4.44755,0.9299824036978315
365,tt1372686,Coriolanus,123.0,"Drama,Thriller,War",6.1,29654,Wein.,315000.0,2012-01-20,10000000,749641,2179623,January,-7820377,-178.20377000000002,0.656068503589841
367,tt1374989,Pride and Prejudice and Zombies,108.0,"Action,Comedy,Horror",5.8,46187,SGem,5500000.0,2016-02-05,28000000,10907291,16638300,February,-11361700,-140.5775,0.3444467884339145
368,tt1374992,Upside Down,109.0,"Drama,Fantasy,Romance",6.4,66347,MNE,8000000.0,2013-03-15,50000000,102118,26387039,March,-23612961,-147.225922,0.9961299939716616
371,tt1375666,Inception,148.0,"Action,Adventure,Sci-Fi",8.8,1841066,WB,535700000.0,2010-07-16,160000000,292576195,835524642,July,675524642,322.20290125,0.6498293643384847
372,tt1375670,Grown Ups,102.0,Comedy,6.0,210377,Sony,109400000.0,2010-06-25,75000000,162001186,272223430,June,197223430,162.96457333333333,0.40489624276646574
373,tt1385826,The Adjustment Bureau,106.0,"Romance,Sci-Fi,Thriller",7.1,227616,Uni.,65400000.0,2011-03-04,50200000,62495645,126931325,March,76731325,52.85124501992032,0.5076420655027433
374,tt1385867,Cop Out,107.0,"Action,Comedy,Crime",5.6,81656,WB,10700000.0,2010-02-26,37000000,44875481,55909910,February,18909910,-48.892135135135135,0.19736087931459736
375,tt1386588,The Other Guys,107.0,"Action,Comedy,Crime",6.7,221664,Sony,51200000.0,2010-08-06,100000000,119219978,170936470,August,70936470,-29.06353,0.30254802851609136
376,tt1386697,Suicide Squad,123.0,"Action,Adventure,Fantasy",6.0,533039,WB,421700000.0,2016-08-05,175000000,325100054,746059887,August,571059887,226.31993542857143,0.5642440242870208
377,tt1389072,Downsizing,135.0,"Drama,Sci-Fi",5.7,74815,Par.,30600000.0,2017-12-22,68000000,24449754,54462971,December,-13537029,-119.90739558823529,0.551075647342118
378,tt1389137,We Bought a Zoo,124.0,"Comedy,Drama,Family",7.1,126849,Fox,44500000.0,2011-12-23,50000000,75624550,118729073,December,68729073,37.458146,0.36304943608883394
379,tt1389139,When the Bough Breaks,107.0,"Crime,Drama,Horror",5.1,4729,SGem,911000.0,2016-09-09,10000000,29747603,30768449,September,20768449,107.68449,0.03317833797862219
381,tt1390411,In the Heart of the Sea,122.0,"Action,Adventure,Biography",6.9,108628,WB,68900000.0,2015-12-11,100000000,25020758,89693309,December,-10306691,-110.30669099999999,0.7210409753084257
382,tt1392170,The Hunger Games,142.0,"Action,Adventure,Sci-Fi",7.2,795227,LGF,286400000.0,2012-03-23,80000000,408010692,677923379,March,597923379,647.40422375,0.39814630290247005
383,tt1392190,Mad Max: Fury Road,120.0,"Action,Adventure,Sci-Fi",8.1,780910,WB,224800000.0,2015-05-15,150000000,153636354,370098020,May,220098020,46.732013333333335,0.5848765848571684
384,tt1392197,Marmaduke,87.0,"Comedy,Family",4.2,13283,Fox,50100000.0,2010-06-04,50000000,33644788,89895930,June,39895930,-20.20814,0.6257362485709864
385,tt1392214,Prisoners,153.0,"Crime,Drama,Mystery",8.1,526273,WB,61100000.0,2013-09-20,46000000,61002302,113402302,September,67402302,46.52674347826087,0.46207174877278945
386,tt1396484,It,135.0,"Horror,Thriller",7.4,359123,WB (NL),372900000.0,2017-09-08,35000000,327481748,697457969,September,662457969,1792.7370542857143,0.5304638235483405
387,tt1397280,Taken 2,92.0,"Action,Thriller",6.3,273106,Fox,236300000.0,2012-10-05,45000000,139854287,377807404,October,332807404,639.572008888889,0.6298265054646732
388,tt1397514,Journey 2: The Mysterious Island,94.0,"Action,Adventure,Comedy",5.8,83507,WB (NL),231400000.0,2012-02-10,79000000,103860290,318146162,February,239146162,202.7166607594937,0.6735453624614212
389,tt1398426,Straight Outta Compton,147.0,"Biography,Drama,History",7.9,165307,Uni.,40400000.0,2015-08-14,28000000,161197785,202182981,August,174182981,522.0820749999999,0.20271338268575634
390,tt1399103,Transformers: Dark of the Moon,154.0,"Action,Adventure,Sci-Fi",6.2,366409,P/DW,771400000.0,2011-06-29,195000000,352390543,1123790543,June,928790543,376.3028425641026,0.686426847783146
391,tt1399683,Winter's Bone,100.0,"Drama,Mystery",7.2,127751,RAtt.,7300000.0,2010-06-11,2000000,6531503,16131551,June,14131551,606.57755,0.5951100424255548
392,tt1401152,Unknown,113.0,"Action,Mystery,Thriller",6.9,235167,WB,67099999.0,2011-02-18,40000000,63686397,136123083,February,96123083,140.3077075,0.5321410917500303
396,tt1402488,Happy Feet Two,100.0,"Adventure,Animation,Comedy",5.9,38396,WB,86400000.0,2011-11-18,135000000,64006466,157956466,November,22956466,-82.99521037037037,0.5947841350160367
397,tt1403177,Hesher,106.0,"Comedy,Crime,Drama",7.0,48483,WHE,0.0,2011-05-13,7000000,382946,382946,May,-6617054,-194.52934285714286,0.0
398,tt1403241,Wolves,91.0,"Action,Fantasy,Horror",5.3,7312,KE,0.0,2014-11-14,18000000,0,94953,November,-17905047,-199.47248333333334,1.0
400,tt1403865,True Grit,110.0,"Adventure,Drama,Western",7.6,284034,Par.,81000000.0,2010-12-22,35000000,171243005,252276928,December,217276928,520.7912228571429,0.32121020198882394
401,tt1403981,Remember Me,113.0,"Drama,Romance",7.1,129443,Sum.,37000000.0,2010-03-12,16000000,19068240,56506120,March,40506120,153.16325,0.6625455791337292
403,tt1405500,For Colored Girls,133.0,Drama,6.1,6728,LGF,17300.0,2010-11-05,21000000,37729698,38017873,November,17017873,-18.962509523809523,0.007579987444326515
404,tt1407061,Just Wright,100.0,"Comedy,Romance,Sport",5.9,12466,FoxS,29900.0,2010-05-14,12000000,21540363,21867665,May,9867665,-17.769458333333333,0.01496739592453058
405,tt1408101,Star Trek Into Darkness,132.0,"Action,Adventure,Sci-Fi",7.7,445535,Par.,238600000.0,2013-05-16,190000000,228778661,467381584,May,277381584,45.99030736842105,0.5105098942024211
406,tt1408253,Ride Along,99.0,"Action,Comedy,Crime",6.2,94529,Uni.,19500000.0,2014-01-17,25000000,134202565,153733800,January,128733800,414.9352,0.1270458090543524
408,tt1411238,No Strings Attached,108.0,"Comedy,Romance",6.2,197663,Par.,78600000.0,2011-01-21,25000000,70662220,149228078,January,124228078,396.912312,0.5264817389124318
409,tt1411250,Riddick,119.0,"Action,Adventure,Sci-Fi",6.4,144821,Uni.,56300000.0,2013-09-06,38000000,42025135,94763758,September,56763758,49.378310526315786,0.5565273487782112
410,tt1411697,The Hangover Part II,102.0,"Comedy,Mystery",6.5,432800,WB,332300000.0,2011-05-26,80000000,254464305,586464305,May,506464305,533.08038125,0.566104359923491
411,tt1411704,Hop,95.0,"Adventure,Animation,Comedy",5.4,28893,Uni.,75900000.0,2011-04-01,63000000,108085305,188657593,April,125657593,99.45649682539683,0.42708213710751625
412,tt1412386,The Best Exotic Marigold Hotel,124.0,"Comedy,Drama,Romance",7.3,85811,FoxS,90400000.0,2012-05-04,10000000,46383639,134639780,May,124639780,1146.3978,0.6554982561617376
413,tt1412528,Table 19,87.0,"Comedy,Drama,Romance",5.8,22751,FoxS,1400000.0,2017-03-03,5000000,3614896,4620399,March,-379601,-107.59202,0.217622547316801
414,tt1413492,12 Strong,130.0,"Action,Drama,History",6.6,50155,WB,21600000.0,2018-01-19,35000000,45819713,71118378,January,36118378,3.195365714285715,0.3557261246874894
415,tt1413495,Paranoia,106.0,"Drama,Thriller",5.7,33149,Rela.,6400000.0,2013-08-16,40000000,7388654,16340767,August,-23659233,-159.14808250000002,0.5478392170942772
417,tt1414382,You Again,105.0,"Comedy,Family,Romance",5.8,46690,BV,6300000.0,2010-09-24,20000000,25702053,32838945,September,12838945,-35.805274999999995,0.2173301243386473
418,tt1418377,"I, Frankenstein",92.0,"Action,Fantasy,Horror",5.1,74910,LGF,52100000.0,2014-01-24,65000000,19075290,74575290,January,9575290,-85.26878461538462,0.744214336947265
419,tt1421051,Somewhere,97.0,"Comedy,Drama",6.3,40250,Focus,12200000.0,2010-12-22,7000000,1785645,17023121,December,10023121,43.187442857142855,0.895104722571143
420,tt1423995,Stone,105.0,"Drama,Thriller",5.4,38667,Over.,7700000.0,2010-10-08,22000000,1810078,4065020,October,-17934980,-181.52263636363637,0.5547185499702338
422,tt1424381,Predators,107.0,"Action,Adventure,Sci-Fi",6.4,199764,Fox,75200000.0,2010-07-09,40000000,52000688,127234389,July,87234389,118.0859725,0.5913000533212762
423,tt1425922,Black Nativity,93.0,"Drama,Family,Music",4.6,1901,FoxS,436000.0,2013-11-27,17500000,7018188,7285135,November,-10214865,-158.37065714285714,0.036642697767440134
424,tt1430132,The Wolverine,126.0,"Action,Adventure,Sci-Fi",6.7,401286,Fox,282300000.0,2013-07-26,115000000,132556852,416456852,July,301456852,162.13639304347828,0.6817032752290987
425,tt1430607,Arthur Christmas,97.0,"Adventure,Animation,Comedy",7.1,45439,Sony,101000000.0,2011-11-23,85000000,46462469,149717124,November,64717124,-23.86220705882353,0.6896649644432122
426,tt1430612,Brick Mansions,90.0,"Action,Crime",5.7,37528,Rela.,48500000.0,2014-04-25,28000000,20396829,73421224,April,45421224,62.21865714285715,0.7221943752939886
427,tt1430615,Big Miracle,107.0,"Biography,Drama,Family",6.5,17585,Uni.,4600000.0,2012-02-03,40000000,20157300,25268680,February,-14731320,-136.82829999999998,0.20228124302496212
428,tt1430626,The Pirates! Band of Misfits,88.0,"Adventure,Animation,Comedy",6.7,41958,Sony,92000000.0,2012-04-27,55000000,31051126,136143605,April,81143605,47.53382727272727,0.7719237271556016
429,tt1431045,Deadpool,108.0,"Action,Adventure,Comedy",8.0,820847,Fox,420000000.0,2016-02-12,58000000,363070709,801025593,February,743025593,1181.0786086206897,0.5467426856609812
430,tt1431181,Another Year,129.0,"Comedy,Drama",7.3,26273,SPC,16500000.0,2010-12-29,8000000,3205706,20005613,December,12005613,50.0701625,0.8397596714482081
433,tt1433108,Faster,98.0,"Action,Crime,Drama",6.5,93618,CBS,12400000.0,2010-11-24,24000000,23240020,35792945,November,11792945,-50.86272916666667,0.35070947640659356
434,tt1433822,The Apparition,83.0,"Horror,Thriller",4.1,18112,WB,4700000.0,2012-08-24,17000000,4936819,10637281,August,-6362719,-137.42775882352942,0.5358946520262086
436,tt1436562,Rio,96.0,"Adventure,Animation,Comedy",6.9,191621,Fox,341000000.0,2011-04-15,90000000,143619809,487519809,April,397519809,341.68867666666665,0.7054072340268742
439,tt1438254,Charlie St. Cloud,99.0,"Drama,Fantasy,Romance",6.5,55016,Uni.,17000000.0,2010-07-30,44000000,31206263,48478084,July,4478084,-89.82253636363636,0.3562810155615886
440,tt1440129,Battleship,131.0,"Action,Adventure,Sci-Fi",5.8,225342,Uni.,237600000.0,2012-05-18,220000000,65233400,313477717,May,93477717,-57.51012863636363,0.7919041882010389
441,tt1440161,A Little Bit of Heaven,106.0,"Comedy,Drama,Fantasy",6.3,26441,MNE,1300000.0,2012-05-04,12500000,10011,1100287,May,-11399713,-191.197704,0.9909014647996386
442,tt1440292,Submarine,97.0,"Comedy,Drama,Romance",7.3,79810,Wein.,397000.0,2011-06-03,1900000,467602,4581937,June,2681937,41.15457894736842,0.8979466544389414
443,tt1440728,The American,105.0,"Crime,Drama,Thriller",6.3,86863,Focus,32299999.0,2010-09-01,20000000,35606376,67950723,September,47950723,139.753615,0.47599709866221734
444,tt1441326,Martha Marcy May Marlene,102.0,"Drama,Mystery,Thriller",6.9,45873,FoxS,548000.0,2011-10-21,1000000,2981038,5438911,October,4438911,343.8911,0.451905353847489
445,tt1441951,Quartet,94.0,"Comedy,Drama",6.8,17979,Wein.,41100000.0,2013-01-11,11000000,18388357,56178935,January,45178935,310.7175909090909,0.6726823497099046
446,tt1441953,Testament of Youth,129.0,"Biography,Drama,History",7.3,23632,SPC,0.0,2015-06-05,10000000,1822250,6646669,June,-3353331,-133.53331,0.7258401163048739
447,tt1446192,Rise of the Guardians,97.0,"Action,Adventure,Animation",7.3,145281,P/DW,203500000.0,2012-11-21,145000000,103412758,306900902,November,161900902,11.65579448275862,0.6630418570747635
448,tt1446714,Prometheus,124.0,"Adventure,Mystery,Sci-Fi",7.0,538720,Fox,276900000.0,2012-06-08,125000000,126477084,402448265,June,277448265,121.958612,0.6857308255509562
449,tt1448755,Killer Elite,116.0,"Action,Crime,Thriller",6.5,117711,ORF,31300000.0,2011-09-23,70000000,25124986,65409046,September,-4590954,-106.55850571428572,0.6158790330010316
450,tt1449283,Winnie the Pooh,63.0,"Adventure,Animation,Comedy",7.2,19605,BV,23200000.0,2011-07-15,30000000,26692846,50145607,July,20145607,-32.84797666666667,0.4676932318318532
451,tt1453405,Monsters University,104.0,"Adventure,Animation,Comedy",7.3,291887,BV,475700000.0,2013-06-21,200000000,268488329,743588329,June,543588329,171.7941645,0.6389288016918296
452,tt1454029,The Help,146.0,Drama,8.1,392699,BV,46900000.0,2011-08-10,25000000,169705587,213120004,August,188120004,652.480016,0.2037087846526129
453,tt1454468,Gravity,91.0,"Drama,Sci-Fi,Thriller",7.7,710018,WB,449100000.0,2013-10-04,110000000,274092705,693698673,October,583698673,430.63515727272727,0.6048821834779551
454,tt1455256,The Wall,78.0,Documentary,9.2,8,RAtt.,2700000.0,2017-05-12,3000000,1803064,4495262,May,1495262,-50.15793333333334,0.5988967940022183
458,tt1457767,The Conjuring,112.0,"Horror,Mystery,Thriller",7.5,397233,WB (NL),182100000.0,2013-07-19,20000000,137400141,318000141,July,298000141,1390.000705,0.5679242764864058
459,tt1458175,The Next Three Days,133.0,"Action,Crime,Drama",7.4,168066,LGF,46300000.0,2010-11-19,30000000,21148651,67255916,November,37255916,24.186386666666667,0.685549580500844
460,tt1462041,Dream House,84.0,"Drama,Mystery,Thriller",6.0,59714,Uni.,17200000.0,2011-09-30,50000000,21302340,41642166,September,-8357834,-116.715668,0.488443036320445
461,tt1462054,Letters to God,110.0,"Drama,Family",6.3,4443,Viv.,60300.0,2010-04-09,3000000,2848587,3237452,April,237452,-92.08493333333332,0.1201145221612552
462,tt1462758,Buried,95.0,"Drama,Mystery,Thriller",7.0,139426,LGF,18100000.0,2010-09-24,1987650,1044143,21270290,September,19282640,870.1225064774986,0.9509107304131725
464,tt1462769,The Odd Life of Timothy Green,105.0,"Comedy,Drama,Family",6.6,42770,BV,4200000.0,2012-08-15,40000000,51853450,55249159,August,15249159,-61.87710250000001,0.06146173193333133
465,tt1464174,"Big Mommas: Like Father, Like Son",107.0,"Action,Comedy,Crime",4.4,23520,Fox,44800000.0,2011-02-18,32000000,37915414,82332450,February,50332450,57.288906250000004,0.5394839580262704
466,tt1464580,Stake Land,98.0,"Drama,Horror,Sci-Fi",6.5,38749,IFC,0.0,2011-04-22,4000000,33245,679482,April,-3320518,-183.01295,0.9510730232736113
467,tt1465490,Joy,75.0,Drama,6.1,233,Fox,44700000.0,2015-12-25,60000000,56451232,101134059,December,41134059,-31.443235,0.4418177955262332
472,tt1469304,Baywatch,116.0,"Action,Comedy,Crime",5.6,137528,Par.,119800000.0,2017-05-25,60000000,58060186,175863783,May,115863783,93.106305,0.6698570620421602
473,tt1470023,MacGruber,90.0,"Action,Comedy,Romance",5.5,39782,Uni.,797000.0,2010-05-21,10000000,8525600,8629895,May,-1370105,-113.70105,0.012085315058873834
474,tt1470827,Monsters,94.0,"Drama,Sci-Fi,Thriller",6.4,84332,Magn.,4000000.0,2010-10-29,500000,237301,5639730,October,5139730,927.946,0.9579233403017521
476,tt1472584,Max Steel,92.0,"Action,Adventure,Family",4.6,16788,ORF,2500000.0,2016-10-14,10000000,3818664,4563080,October,-5436920,-154.3692,0.16313893247543326
477,tt1477834,Aquaman,143.0,"Action,Adventure,Fantasy",7.1,263328,WB,812700000.0,2018-12-21,160000000,335061807,1146894640,December,986894640,516.80915,0.7078530186521754
478,tt1477837,Cedar Rapids,87.0,Comedy,6.3,34759,FoxS,0.0,2011-02-11,10000000,6861102,7862131,February,-2137869,-121.37868999999999,0.12732285941305227
479,tt1478338,Bridesmaids,125.0,"Comedy,Romance",6.8,249501,Uni.,119300000.0,2011-05-13,32500000,169211718,289632023,May,257132023,691.1754553846154,0.41576999584745505
480,tt1478964,Attack the Block,88.0,"Action,Comedy,Sci-Fi",6.7,93868,SGem,4800000.0,2011-07-29,13000000,1024175,6459183,July,-6540817,-150.31397692307692,0.8414389250157489
481,tt1483013,Oblivion,124.0,"Action,Adventure,Sci-Fi",7.0,453966,Uni.,197100000.0,2013-04-19,120000000,89107235,287916633,April,167916633,39.930527500000004,0.6905102908729833
483,tt1485796,The Greatest Showman,105.0,"Biography,Drama,Musical",7.6,199663,Fox,260700000.0,2017-12-20,84000000,174340174,386665550,December,302665550,260.31613095238095,0.5491189375417593
484,tt1486185,Red Riding Hood,100.0,"Fantasy,Horror,Mystery",5.5,102369,WB,51500000.0,2011-03-11,42000000,37662162,91678442,March,49678442,18.282004761904762,0.5891928224521965
485,tt1486192,The Raven,110.0,"Crime,Mystery,Thriller",6.4,79578,Rela.,13600000.0,2012-04-27,26000000,16008272,30601801,April,4601801,-82.30076538461539,0.476884644795906
486,tt1486193,5 Days of War,113.0,"Action,Drama,War",5.6,13089,Anch.,0.0,2011-08-19,12000000,17479,87793,August,-11912207,-199.26839166666667,0.8009066782089688
487,tt1487931,Khumba,85.0,"Adventure,Animation,Family",5.7,4984,MNE,27200000.0,2013-12-06,15000000,0,20898221,December,5898221,-60.67852666666666,1.0
488,tt1488555,The Change-Up,112.0,"Comedy,Fantasy",6.3,155374,Uni.,38400000.0,2011-08-05,52000000,37243418,75997067,August,23997067,-53.85179423076924,0.5099361137187044
489,tt1488602,The Forest,98.0,"Horror,Thriller",3.5,135,Focus,11000000.0,2016-01-08,10000000,26594261,40749230,January,30749230,207.4923,0.34736776621300575
493,tt1489889,Central Intelligence,107.0,"Action,Comedy,Crime",6.3,138872,WB (NL),89500000.0,2016-06-17,50000000,127440871,217194805,June,167194805,234.38960999999998,0.41324162426444777
494,tt1496422,The Paperboy,107.0,"Crime,Drama,Mystery",5.8,33940,MNE,661000.0,2012-10-05,12500000,677200,4027663,October,-8472337,-167.778696,0.831862794876334
495,tt1499658,Horrible Bosses,98.0,"Comedy,Crime",6.9,398695,WB (NL),92100000.0,2011-07-08,35000000,117538559,212417601,July,177417601,406.90743142857144,0.44666280738195513
496,tt1502404,Drive Angry,104.0,"Action,Fantasy,Thriller",5.4,90203,Sum.,18200000.0,2011-02-25,50000000,10721033,41042583,February,-8957417,-117.914834,0.7387826930873235
497,tt1502712,Fantastic Four,100.0,"Action,Adventure,Drama",4.3,140148,Fox,111900000.0,2015-08-07,120000000,56117548,167849187,August,47849187,-60.125677499999995,0.6656668465126375
499,tt1506999,Haywire,93.0,"Action,Drama,Thriller",5.8,78681,Rela.,14400000.0,2012-01-20,23000000,18942396,36374700,January,13374700,-41.84913043478261,0.47924255045402436
500,tt1508675,Le Havre,93.0,"Comedy,Drama",7.2,18490,Jan.,9900000.0,2011-10-21,5500000,611709,13480196,October,7980196,45.09447272727273,0.9546216538691277
501,tt1512235,Super,96.0,"Action,Comedy,Drama",6.8,70604,IFC,0.0,2011-04-01,2500000,327716,593933,April,-1906067,-176.24268,0.4482273253043694
503,tt1515091,Sherlock Holmes: A Game of Shadows,129.0,"Action,Adventure,Crime",7.5,394189,WB,358600000.0,2011-12-16,125000000,186848418,535663443,December,410663443,228.5307544,0.6511831814514921
504,tt1518812,Meek's Cutoff,104.0,"Drama,Western",6.6,10439,Osci.,0.0,2011-04-08,2000000,977772,1869928,April,-130072,-106.5036,0.4771071399540517
505,tt1521197,Anonymous,130.0,"Drama,Thriller",6.9,37932,Sony,10900000.0,2011-10-28,27500000,4463292,15815509,October,-11684491,-142.4890581818182,0.7177901767183086
506,tt1524137,Contraband,109.0,"Action,Crime,Drama",6.5,111709,Uni.,29700000.0,2012-01-13,25000000,66528000,98406855,January,73406855,193.62742,0.3239495358326409
507,tt1524575,The Vatican Tapes,91.0,"Horror,Thriller",5.0,14822,LGF,0.0,2015-07-24,13000000,1784763,14929184,July,1929184,-85.16012307692307,0.8804514031041483
508,tt1524930,Vacation,99.0,"Adventure,Comedy",6.1,87582,WB (NL),46000000.0,2015-07-29,31000000,58884188,102306500,July,71306500,130.02096774193546,0.4244335599399843
509,tt1527186,Melancholia,135.0,"Drama,Sci-Fi",7.2,153434,Magn.,12900000.0,2011-11-11,9400000,3030848,21817298,November,12417298,32.09891489361702,0.8610805059361613
511,tt1528100,Exodus: Gods and Kings,150.0,"Action,Adventure,Drama",6.0,150858,Fox,203200000.0,2014-12-12,140000000,65014513,268314513,December,128314513,-8.34677642857143,0.7576928945323207
512,tt1529567,Sea Rex 3D: Journey to a Prehistoric World,41.0,Documentary,6.9,364,3D,9900000.0,2010-05-28,5000000,6096582,16515203,May,11515203,130.30406000000002,0.6308503141014978
513,tt1531663,Everything Must Go,97.0,"Comedy,Drama",6.4,45799,RAtt.,0.0,2011-05-13,5000000,2712131,2821010,May,-2178990,-143.57979999999998,0.03859575116713518
514,tt1532503,Beginners,105.0,"Comedy,Drama,Romance",7.2,83770,Focus,8500000.0,2011-06-03,3200000,5790894,14314407,June,11114407,247.32521875,0.5954499547204435
515,tt1532958,Battle of the Year,110.0,"Drama,Music",5.1,8769,SGem,7700000.0,2013-09-20,20000000,8888355,16723377,September,-3276623,-116.383115,0.468507168139545
516,tt1535108,Elysium,109.0,"Action,Drama,Sci-Fi",6.6,395572,TriS,193100000.0,2013-08-09,120000000,93050117,286192091,August,166192091,38.493409166666666,0.6748683142330443
518,tt1535109,Captain Phillips,134.0,"Biography,Drama,Thriller",7.8,387402,Sony,111700000.0,2013-10-11,55000000,107136417,220648184,October,165648184,201.17851636363636,0.5144468671448481
519,tt1535438,Hope Springs,100.0,"Comedy,Drama,Romance",6.3,38667,Sony,50700000.0,2012-08-08,30000000,63536011,133085295,August,103085295,243.61765000000003,0.5225918009949935
520,tt1535612,The Son of No One,90.0,"Action,Crime,Drama",5.1,15743,Anch.,0.0,2011-11-04,15000000,30680,1148578,November,-13851422,-192.34281333333334,0.9732887100397187
521,tt1536044,Paranormal Activity 2,91.0,Horror,5.7,93122,Par.,92800000.0,2010-10-20,3000000,84752907,177512032,October,174512032,5717.067733333333,0.5225511981069543
522,tt1538403,The Mortal Instruments: City of Bones,130.0,"Action,Fantasy,Horror",5.9,121936,SGem,64200000.0,2013-08-21,60000000,31165421,75965567,August,15965567,-73.39072166666666,0.589742797549316
523,tt1540011,Blair Witch,89.0,"Horror,Mystery,Thriller",5.0,36867,LGF,24400000.0,2016-09-16,10000000,20777061,38985577,September,28985577,189.85577,0.46705775317882303
524,tt1540128,Playing for Keeps,105.0,"Comedy,Romance,Sport",5.7,27389,FD,0.0,1986-10-03,35000000,2000000,2000000,October,-33000000,-194.28571428571428,0.0
525,tt1540133,The Guard,96.0,"Comedy,Crime,Thriller",7.3,75183,SPC,14200000.0,2011-07-29,6000000,5359774,21197454,July,15197454,153.29090000000002,0.7471501058570524
526,tt1541995,Snow Flower and the Secret Fan,104.0,"Drama,History",6.1,3429,FoxS,10000000.0,2011-07-15,6000000,1348205,11348205,July,5348205,-10.86325,0.8811966297753697
527,tt1542344,127 Hours,94.0,"Adventure,Biography,Drama",7.6,323949,FoxS,42400000.0,2010-11-05,18000000,18335230,60217171,November,42217171,134.5398388888889,0.6955149221473722
530,tt1547234,Premium Rush,91.0,"Action,Crime,Thriller",6.5,105279,Sony,10800000.0,2012-08-24,35000000,20275446,31393201,August,-3606799,-110.30514,0.35414531318421466
531,tt1549572,Another Earth,92.0,"Drama,Romance,Sci-Fi",7.0,85839,FoxS,456000.0,2011-07-22,175000,1321194,2102779,July,1927779,1001.588,0.3716914616324397
532,tt1549920,The Last Stand,107.0,"Action,Thriller",6.4,126623,LGF,36300000.0,2013-01-18,30000000,12050299,48330757,January,18330757,-38.89747666666667,0.7506701788262907
533,tt1554091,A Better Life,98.0,"Drama,Romance",7.2,14602,Sum.,0.0,2011-06-24,10000000,1759252,1884251,June,-8115749,-181.15749,0.06633882640900814
